,Book_Title,Author,Rating,Score,People_Voted
284,Catherine the Great: Portrait of a Woman,Robert K. Massie,3.91,"1,641","and
19 people voted
    "
285,"Anna Dressed in Blood (Anna, #1)",Kendare Blake,3.94,"1,626","and
21 people voted
    "
286,NW,Zadie Smith,3.44,"1,618","and
19 people voted
    "
287,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,4.48,"1,598","and
20 people voted
    "
288,"Smaragdgrün (Edelstein-Trilogie, #3)",Kerstin Gier,4.19,"1,547","and
20 people voted
    "
289,Lincoln in the Bardo,George Saunders,3.77,"1,545","and
17 people voted
    "
290,"Heartstone (Matthew Shardlake, #5)",C.J. Sansom,4.33,"1,540","and
15 people voted
    "
291,"A God in Ruins (Todd Family, #2)",Kate Atkinson,3.94,"1,529","and
19 people voted
    "
292,"Changes (The Dresden Files, #12)",Jim Butcher,4.49,"1,515","and
17 people voted
    "
293,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,4.21,"1,508","and
16 people voted
    "
294,"Crooked Letter, Crooked Letter",Tom Franklin,3.83,"1,508","and
19 people voted
    "
295,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,4.25,"1,499","and
17 people voted
    "
296,The Beech Tree,Don  Phelan,4.09,"1,493","and
15 people voted
    "
297,Entwined,Heather Dixon Wallwork,3.87,"1,482","and
18 people voted
    "
298,"Heist Society (Heist Society, #1)",Ally Carter,3.91,"1,480","and
18 people voted
    "
299,Sweet Tooth,Ian McEwan,3.41,"1,479","and
18 people voted
    "
300,"Switched (Trylle, #1)",Amanda Hocking,3.88,"1,472","and
19 people voted
    "
301,The Pale King,David Foster Wallace,3.95,"1,454","and
16 people voted
    "
302,"The Iron Queen (The Iron Fey, #3)",Julie Kagawa,4.23,"1,439","and
21 people voted
    "
303,The Storyteller,Jodi Picoult,4.28,"1,419","and
18 people voted
    "
304,In One Person,John Irving,3.67,"1,413","and
16 people voted
    "
305,"River Marked (Mercy Thompson, #6)",Patricia Briggs,4.28,"1,409","and
16 people voted
    "
306,The Invisible Game: Mindset of a Winning Team,Zoltan Andrejkovics,4.46,"1,397","and
14 people voted
    "
307,The Traitor's Emblem,Juan Gomez-Jurado,3.80,"1,396","and
14 people voted
    "
308,"Allegiant (Divergent, #3)",Veronica Roth,3.63,"1,383","and
19 people voted
    "
309,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,3.90,"1,371","and
18 people voted
    "
310,"All Clear (All Clear, #2)",Connie Willis,4.06,"1,368","and
16 people voted
    "
311,The First Fifteen Lives of Harry August,Claire North,4.04,"1,367","and
15 people voted
    "
312,"The Iron Daughter (The Iron Fey, #2)",Julie Kagawa,4.12,"1,360","and
20 people voted
    "
313,Swamplandia!,Karen Russell,3.23,"1,356","and
18 people voted
    "
314,Ordinary Grace,William Kent Krueger,4.17,"1,354","and
16 people voted
    "
315,Sister,Rosamund Lupton,3.77,"1,348","and
15 people voted
    "
316,We Were Liars,E. Lockhart,3.84,"1,343","and
17 people voted
    "
317,The Garden of Evening Mists,Tan Twan Eng,4.10,"1,340","and
15 people voted
    "
318,The Miniaturist,Jessie Burton,3.59,"1,310","and
16 people voted
    "
319,The Age of Miracles,Karen Thompson Walker,3.64,"1,308","and
14 people voted
    "
320,"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,4.22,"1,307","and
20 people voted
    "
321,"The Evolution of Mara Dyer (Mara Dyer, #2)",Michelle Hodkin,4.31,"1,302","and
16 people voted
    "
322,"Fugly (Fugly, #1)",Mimi Jean Pamfiloff,3.90,"1,298","and
13 people voted
    "
323,Renatus (Renatus #1),John A.   Saunders,4.23,"1,290","and
13 people voted
    "
324,"Dust (Silo, #3)",Hugh Howey,4.26,"1,288","and
14 people voted
    "
325,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,4.15,"1,275","and
18 people voted
    "
326,The Swerve: How the World Became Modern,Stephen Greenblatt,3.85,"1,258","and
11 people voted
    "
327,Born a Crime: Stories From a South African Childhood,Trevor Noah,4.46,"1,250","and
14 people voted
    "
328,"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,4.31,"1,249","and
18 people voted
    "
329,"The Twelve (The Passage, #2)",Justin Cronin,eall,"1,248","and
15 people voted
    "
330,NOS4A2,Joe Hill,4.07,"1,245","and
15 people voted
    "
331,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",Ransom Riggs,4.15,"1,241","and
16 people voted
    "
332,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,3.94,"1,233","and
14 people voted
    "
333,"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,3.74,"1,227","and
14 people voted
    "
334,"Silver Shadows (Bloodlines, #5)",Richelle Mead,4.36,"1,226","and
20 people voted
    "
335,The Elephant Tree,R.D. Ronald,3.80,"1,224","and
13 people voted
    "
336,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,3.96,"1,221","and
15 people voted
    "
337,Sh*t My Dad Says,Justin Halpern,3.99,"1,221","and
15 people voted
    "
338,"Slammed (Slammed, #1)",Colleen Hoover,4.27,"1,216","and
16 people voted
    "
339,The Girl Who Chased the Moon,Sarah Addison Allen,3.97,"1,213","and
16 people voted
    "
340,"Snow Like Ashes (Snow Like Ashes, #1)",Sara Raasch,3.94,"1,213","and
17 people voted
    "
341,The Narrow Road to the Deep North,Richard Flanagan,4.01,"1,200","and
14 people voted
    "
342,It Ends with Us,Colleen Hoover,4.40,"1,192","and
16 people voted
    "
343,We Are Water,Wally Lamb,3.80,"1,189","and
11 people voted
    "
344,"Robopocalypse (Robopocalypse, #1)",Daniel H. Wilson,3.68,"1,189","and
14 people voted
    "
345,Canada,Richard Ford,3.50,"1,165","and
11 people voted
    "
346,Nimona,Noelle Stevenson,4.17,"1,164","and
13 people voted
    "
347,"Firelight (Firelight, #1)",Sophie Jordan,3.87,"1,162","and
16 people voted
    "
348,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.09,"1,162","and
16 people voted
    "
349,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,4.21,"1,160","and
14 people voted
    "
350,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",Veronica Roth,4.06,"1,155","and
17 people voted
    "
351,Caleb's Crossing,Geraldine Brooks,3.82,"1,153","and
16 people voted
    "
352,Salt to the Sea,Ruta Sepetys,4.36,"1,147","and
14 people voted
    "
353,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.36,"1,146","and
14 people voted
    "
354,The Sandcastle Girls,Chris Bohjalian,3.88,"1,136","and
15 people voted
    "
355,The Dog Stars,Peter Heller,3.92,"1,136","and
14 people voted
    "
356,"Saga, Vol. 2",Brian K. Vaughan,4.55,"1,131","and
15 people voted
    "
357,"Fang (Maximum Ride, #6)",James Patterson,4.06,"1,128","and
15 people voted
    "
358,"A Memory of Light (Wheel of Time, #14)",Robert Jordan,4.51,"1,127","and
12 people voted
    "
359,Cleopatra: A Life,Stacy Schiff,3.65,"1,125","and
11 people voted
    "
360,Son,Lois Lowry,3.99,"1,120","and
13 people voted
    "
361,Harvest,Jim Crace,3.61,"1,116","and
13 people voted
    "
362,"Finale (Hush, Hush, #4)",Becca Fitzpatrick,4.21,"1,107","and
16 people voted
    "
363,"Full Dark, No Stars",Stephen King,4.05,"1,106","and
13 people voted
    "
364,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",Alan Bradley,4.09,"1,103","and
12 people voted
    "
365,The Sorrows of Young Mike,John Zelazny,3.63,"1,100","and
11 people voted
    "
366,The Buried Giant,Kazuo Ishiguro,3.48,"1,099","and
14 people voted
    "
367,"This Side of the Grave (Night Huntress, #5)",Jeaniene Frost,4.28,"1,098","and
12 people voted
    "
368,Attachments,Rainbow Rowell,3.92,"1,096","and
15 people voted
    "
369,Renatus 2,John A.   Saunders,4.76,"1,094","and
11 people voted
    "
370,"Doctor Sleep (The Shining, #2)",Stephen King,4.10,"1,088","and
13 people voted
    "
371,The Bane Chronicles,Cassandra Clare,4.17,"1,086","and
17 people voted
    "
372,The Aviator's Wife,Melanie Benjamin,3.89,"1,081","and
15 people voted
    "
373,"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen,4.02,"1,080","and
13 people voted
    "
374,Lone Wolf,Jodi Picoult,3.70,"1,079","and
12 people voted
    "
375,"Glass Sword (Red Queen, #2)",Victoria Aveyard,3.91,"1,072","and
15 people voted
    "
376,Secret Daughter,Shilpi Somaya Gowda,3.98,"1,057","and
13 people voted
    "
377,Pachinko,Min Jin Lee,4.26,"1,053","and
13 people voted
    "
378,"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,4.01,"1,050","and
15 people voted
    "
379,"A Thousand Pieces of You (Firebird, #1)",Claudia Gray,3.92,"1,044","and
13 people voted
    "
380,"Easy (Contours of the Heart, #1)",Tammara Webber,4.09,"1,041","and
13 people voted
    "
381,"The False Prince (The Ascendance Trilogy, #1)",Jennifer A. Nielsen,4.23,"1,035","and
13 people voted
    "
382,Salvage the Bones,Jesmyn Ward,3.92,"1,024","and
10 people voted
    "
383,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,4.13,"1,024","and
12 people voted
    "
384,"Fifty Shades Trilogy (Fifty Shades, #1-3)",E.L. James,4.12,"1,021","and
12 people voted
    "
385,"Edge of Eternity (The Century Trilogy, #3)",Ken Follett,4.10,"1,016","and
12 people voted
    "
386,"Saphirblau (Edelstein-Trilogie, #2)",Kerstin Gier,4.18,"1,005","and
15 people voted
    "
387,"All That Glitters (A Jake & Laura Mystery, #2)",Michael  Murphy,3.97,"1,000","and
10 people voted
    "
388,"Career of Evil (Cormoran Strike, #3)",Robert Galbraith,4.22,999,"d
13 people voted
      "
389,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",Louise Penny,4.43,995,"d
12 people voted
      "
390,"Blood Song (Raven's Shadow, #1)",Anthony Ryan,4.45,980,"d
11 people voted
      "
391,The Racketeer,John Grisham,3.81,973,"d
13 people voted
      "
392,Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.45,971,"d
11 people voted
      "
393,"The Kill Order (The Maze Runner, #0.5)",James Dashner,3.71,965,"d
14 people voted
      "
394,The Storyteller,Jodi Picoult,4.28,963,"d
13 people voted
      "
395,"The Gathering (Darkness Rising, #1)",Kelley Armstrong,4.03,961,"d
13 people voted
      "
396,"Illuminae (The Illuminae Files, #1)",Amie Kaufman,4.31,961,"d
13 people voted
      "
397,"This Book Is Full of Spiders (John Dies at the End, #2)",David  Wong,4.26,960,"d
10 people voted
      "
398,"The Infinite Sea (The 5th Wave, #2)",Rick Yancey,3.90,960,"d
13 people voted
      "
399,La carte et le territoire,Michel Houellebecq,3.94,954,"d
11 people voted
      "
400,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",Carlos Ruiz Zafón,eall,951,"d
10 people voted
      "
401,"Written in Red (The Others, #1)",Anne Bishop,4.28,949,"d
11 people voted
      "
402,The One and Only Ivan,Katherine Applegate,4.27,946,"d
11 people voted
      "
403,Safe Haven,Nicholas Sparks,4.20,936,"d
13 people voted
      "
404,Sing You Home,Jodi Picoult,3.77,931,"d
11 people voted
      "
405,All the Bright Places,Jennifer Niven,4.17,925,"d
13 people voted
      "
406,"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,4.24,921,"d
11 people voted
      "
407,"Rivers of London (Peter Grant, #1)",Ben Aaronovitch,3.92,920,"d
11 people voted
      "
408,"Torn (Trylle, #2)",Amanda Hocking,4.04,919,"d
13 people voted
      "
409,"The Mapping of Love and Death (Maisie Dobbs, #7)",Jacqueline Winspear,4.21,913,"d
10 people voted
      "
410,"The Young Elites (The Young Elites, #1)",Marie Lu,3.91,912,"d
12 people voted
      "
411,Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.31,912,"d
10 people voted
      "
412,The Light Between Oceans,M.L. Stedman,4.02,906,"d
13 people voted
      "
413,Van Laven Chronicles: Throne of Novoxos,Tyler Chase,4.35,896,"d
9 people voted
       "
414,Our Souls at Night,Kent Haruf,3.94,895,"d
12 people voted
      "
415,"Awakening Kings and Princes Volume I: Sacred Knowledge to Nourish the Mentality, Support Spiritual Growth, Learning the Light, and Progressing to Become a Master Lover While Embracing Desire",John Shelton Jones,4.58,893,"d
9 people voted
       "
416,"Ascend (Trylle, #3)",Amanda Hocking,4.08,890,"d
12 people voted
      "
417,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,4.08,888,"d
12 people voted
      "
418,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,3.68,885,"d
11 people voted
      "
419,Evicted: Poverty and Profit in the American City,Matthew Desmond,4.48,873,"d
10 people voted
      "
420,The Almond Tree,Michelle Cohen Corasanti,4.12,870,"d
8 people voted
       "
421,Revolution,Jennifer Donnelly,4.02,862,"d
10 people voted
      "
422,"Entwined with You (Crossfire, #3)",Sylvia Day,4.19,860,"d
11 people voted
      "
423,Levels of Life,Julian Barnes,3.92,857,"d
10 people voted
      "
424,"My Blood Approves (My Blood Approves, #1)",Amanda Hocking,3.83,856,"d
11 people voted
      "
425,"The House of Silk (Sherlock Holmes, #1)",Anthony Horowitz,3.97,856,"d
11 people voted
      "
426,"The Wind Through the Keyhole (The Dark Tower, #4.5)",Stephen King,4.15,854,"d
8 people voted
       "
427,"Ghost Story (The Dresden Files,  #13)",Jim Butcher,4.25,850,"d
10 people voted
      "
428,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,Nate Silver,3.98,848,"d
10 people voted
      "
429,Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.45,847,"d
10 people voted
      "
430,My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,4.05,844,"d
10 people voted
      "
431,"Supernaturally (Paranormalcy, #2)",Kiersten White,3.91,840,"d
12 people voted
      "
432,Doctor Who: Shada,Gareth Roberts,4.25,838,"d
9 people voted
       "
433,"The Iron Trial (Magisterium, #1)",Holly Black,3.95,834,"d
12 people voted
      "
434,The Buddha in the Attic,Julie Otsuka,3.62,834,"d
11 people voted
      "
435,Exit West,Mohsin Hamid,3.80,827,"d
10 people voted
      "
436,"Beartown (Beartown, #1)",Fredrik Backman,4.27,822,"d
9 people voted
       "
437,Capital in the Twenty-First Century,Thomas Piketty,4.04,821,"d
9 people voted
       "
438,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,eall,819,"d
9 people voted
       "
439,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.36,819,"d
10 people voted
      "
440,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,4.63,802,"d
10 people voted
      "
441,How to Be a Woman,Caitlin Moran,3.73,801,"d
10 people voted
      "
442,"Debt: The First 5,000 Years",David Graeber,4.15,800,"d
9 people voted
       "
443,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,4.01,800,"d
12 people voted
      "
444,Dead Wrong: Straight Facts on the Country's Most Controversial Cover-Ups,Richard Belzer,3.63,799,"d
8 people voted
       "
445,"Fallout (Crank, #3)",Ellen Hopkins,4.28,798,"d
9 people voted
       "
446,The Light in the Ruins,Chris Bohjalian,3.66,798,"d
10 people voted
      "
447,How to Be Both,Ali Smith,3.65,795,"d
9 people voted
       "
448,There but for the,Ali Smith,3.43,792,"d
9 people voted
       "
449,The Code: The Assiduous Quest of Tobias Hopkins - Part Two,James Faro,4.86,787,"d
8 people voted
       "
450,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,3.94,787,"d
9 people voted
       "
451,"Goodnight, and Thanks for the Vodka [2002]",Harpie,4.34,786,"d
8 people voted
       "
452,The Paying Guests,Sarah Waters,3.41,785,"d
9 people voted
       "
453,A History of the World in 100 Objects,Neil MacGregor,4.19,784,"d
9 people voted
       "
454,The Assiduous Quest of Tobias Hopkins: The Complete Novel,James Faro,4.21,783,"d
8 people voted
       "
455,"Lord of Shadows (The Dark Artifices, #2)",Cassandra Clare,4.52,782,"d
11 people voted
      "
456,Solar,Ian McEwan,3.25,780,"d
8 people voted
       "
457,"The School for Good and Evil (The School for Good and Evil, #1)",Soman Chainani,4.01,779,"d
10 people voted
      "
458,"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,4.03,776,"d
9 people voted
       "
459,"The Drop (Harry Bosch, #15)",Michael Connelly,4.17,774,"d
10 people voted
      "
460,"The Heir (The Selection, #4)",Kiera Cass,3.82,771,"d
11 people voted
      "
461,"Uncommon Criminals (Heist Society, #2)",Ally Carter,4.13,767,"d
10 people voted
      "
462,Drift: The Unmooring of American Military Power,Rachel Maddow,4.07,762,"d
9 people voted
       "
463,When She Woke,Hillary Jordan,3.67,759,"d
9 people voted
       "
464,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,3.84,757,"d
9 people voted
       "
465,The Girls,Emma Cline,3.48,757,"d
10 people voted
      "
466,The Orchardist,Amanda Coplin,3.77,753,"d
11 people voted
      "
467,The Summer that Melted Everything,Tiffany McDaniel,3.93,750,"d
8 people voted
       "
468,"Ice Like Fire (Snow Like Ashes, #2)",Sara Raasch,3.76,746,"d
11 people voted
      "
469,Me and Earl and the Dying Girl,Jesse Andrews,3.56,746,"d
9 people voted
       "
470,"Takedown Twenty (Stephanie Plum, #20)",Janet Evanovich,3.79,742,"d
9 people voted
       "
471,"The Pagan Lord (The Saxon Stories, #7)",Bernard Cornwell,4.35,737,"d
7 people voted
       "
472,Circling the Sun,Paula McLain,3.93,737,"d
9 people voted
       "
473,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,3.91,735,"d
11 people voted
      "
474,When Breath Becomes Air,Paul Kalanithi,4.35,734,"d
9 people voted
       "
475,"Out of Sight, Out of Time (Gallagher Girls, #5)",Ally Carter,4.32,729,"d
9 people voted
       "
476,The Coldest Girl in Coldtown,Holly Black,3.85,728,"d
9 people voted
       "
477,The Zombie Room,R.D. Ronald,3.85,725,"d
8 people voted
       "
478,The Lake House,Kate Morton,4.05,725,"d
9 people voted
       "
479,Stone Mattress: Nine Tales,Margaret Atwood,3.92,724,"d
10 people voted
      "
480,Circe,Madeline Miller,4.29,724,"d
9 people voted
       "
481,One Plus One,Jojo Moyes,3.95,721,"d
10 people voted
      "
482,The Sympathizer,Viet Thanh Nguyen,eall,718,"d
9 people voted
       "
483,The Miseducation of Cameron Post,Emily M. Danforth,4.01,712,"d
8 people voted
       "
484,The Sun Is Also a Star,Nicola Yoon,4.09,711,"d
9 people voted
       "
485,A Man Called Ove,Fredrik Backman,4.36,711,"d
8 people voted
       "
486,"Hades (Halo, #2)",Alexandra Adornetto,3.97,708,"d
9 people voted
       "
487,I Want My Hat Back,Jon Klassen,4.39,706,"d
8 people voted
       "
488,"Notorious Nineteen (Stephanie Plum, #19)",Janet Evanovich,3.92,705,"d
9 people voted
       "
